time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2),label
58.461185,3.3355,-3.4318,-5.239,7.096,WALKING_DOWNSTAIRS
58.466093,4.8632,-3.5644,-6.1971,8.646,WALKING_DOWNSTAIRS
58.471079,5.498,-3.0815,-6.4488,9.017,WALKING_DOWNSTAIRS
58.475192,5.0678,-2.4565,-6.0118,8.238,WALKING_DOWNSTAIRS
58.480003,6.1829,-1.9554,-5.4289,8.457,WALKING_DOWNSTAIRS
58.485282,9.7596,-1.7204,-5.309,11.243,WALKING_DOWNSTAIRS
58.490124,11.6466,-1.2041,-5.8304,13.08,WALKING_DOWNSTAIRS
58.495601,12.9909,-0.5818,-5.8971,14.279,WALKING_DOWNSTAIRS
58.500155,13.7097,0.1623,-5.2382,14.677,WALKING_DOWNSTAIRS
58.504951,14.518,0.9992,-3.9123,15.069,WALKING_DOWNSTAIRS
58.51006,14.3854,1.5878,-2.2543,14.647,WALKING_DOWNSTAIRS
58.514324,13.2237,2.2681,-0.3298,13.421,WALKING_DOWNSTAIRS
58.523103,12.0666,2.8799,1.5323,12.5,WALKING_DOWNSTAIRS
58.524527,10.9172,3.3389,2.8427,11.765,WALKING_DOWNSTAIRS
58.528619,10.2219,3.8738,4.2722,11.737,WALKING_DOWNSTAIRS
58.53368,9.5672,4.5165,4.7074,11.58,WALKING_DOWNSTAIRS
58.558772,8.7464,5.0894,4.3786,11.026,WALKING_DOWNSTAIRS
58.559982,7.9964,5.7791,4.108,10.687,WALKING_DOWNSTAIRS
58.56057,6.8202,6.0982,3.8145,9.912,WALKING_DOWNSTAIRS
58.561227,5.0626,6.004,3.6056,8.642,WALKING_DOWNSTAIRS
58.561854,3.1204,5.572,3.3783,7.225,WALKING_DOWNSTAIRS
58.562364,1.251,5.2086,2.6811,5.99,WALKING_DOWNSTAIRS
58.566924,-0.4153,4.6453,1.8851,5.03,WALKING_DOWNSTAIRS
58.575464,-1.943,4.1343,1.1373,4.708,WALKING_DOWNSTAIRS
58.578146,-3.2892,3.6282,0.5258,4.925,WALKING_DOWNSTAIRS
58.580693,-4.3928,3.0778,0.0694,5.364,WALKING_DOWNSTAIRS
58.586064,-5.2282,2.3917,-0.0862,5.75,WALKING_DOWNSTAIRS
58.592647,-5.6056,1.5446,0.0994,5.815,WALKING_DOWNSTAIRS
58.595229,-5.29,0.5039,0.7365,5.365,WALKING_DOWNSTAIRS
58.600402,-4.4599,-0.399,1.4957,4.721,WALKING_DOWNSTAIRS
58.605675,-3.3533,-1.1145,2.2029,4.164,WALKING_DOWNSTAIRS
58.611104,-2.0167,-1.7027,2.7675,3.824,WALKING_DOWNSTAIRS
58.614789,-0.594,-2.2994,3.2142,3.996,WALKING_DOWNSTAIRS
58.622512,0.8597,-2.6957,3.5639,4.55,WALKING_DOWNSTAIRS
58.624779,2.4171,-3.1813,3.6017,5.379,WALKING_DOWNSTAIRS
58.629549,4.049,-3.5802,3.3266,6.347,WALKING_DOWNSTAIRS
58.633708,5.7146,-3.7565,2.6114,7.32,WALKING_DOWNSTAIRS
58.659243,7.6076,-3.9242,1.7379,8.735,WALKING_DOWNSTAIRS
58.660181,9.4548,-4.1546,0.5253,10.341,WALKING_DOWNSTAIRS
58.660699,11.2398,-4.2482,-0.6678,12.034,WALKING_DOWNSTAIRS
58.661305,12.8775,-4.1604,-1.6009,13.627,WALKING_DOWNSTAIRS
58.661761,13.9267,-3.9828,-2.5232,14.703,WALKING_DOWNSTAIRS
58.662181,14.9536,-3.8987,-3.5194,15.849,WALKING_DOWNSTAIRS
58.672405,14.9368,-3.114,-5.0109,16.06,WALKING_DOWNSTAIRS
58.67692,13.5969,-2.4935,-5.6425,14.931,WALKING_DOWNSTAIRS
58.680968,11.921,-1.9513,-6.0042,13.49,WALKING_DOWNSTAIRS
58.685717,10.0225,-1.6371,-6.203,11.9,WALKING_DOWNSTAIRS
58.692475,8.2821,-1.5275,-6.0809,10.388,WALKING_DOWNSTAIRS
58.695287,6.7189,-1.5506,-6.1235,9.222,WALKING_DOWNSTAIRS
58.700258,5.3804,-1.6803,-5.8288,8.108,WALKING_DOWNSTAIRS
58.706156,4.0313,-1.7611,-5.5099,7.051,WALKING_DOWNSTAIRS
58.710224,2.8213,-1.7299,-5.1337,6.108,WALKING_DOWNSTAIRS
58.714873,1.6144,-1.6673,-4.6962,5.238,WALKING_DOWNSTAIRS
58.722473,0.4376,-1.615,-4.2367,4.555,WALKING_DOWNSTAIRS
58.724716,-0.6407,-1.3851,-3.6538,3.96,WALKING_DOWNSTAIRS
58.729504,-1.5933,-1.1407,-2.8008,3.418,WALKING_DOWNSTAIRS
58.733462,-2.4072,-0.8039,-1.828,3.128,WALKING_DOWNSTAIRS
58.759498,-3.0306,-0.603,-0.8157,3.196,WALKING_DOWNSTAIRS
58.760748,-3.4838,-0.4539,0.2186,3.52,WALKING_DOWNSTAIRS
58.761475,-3.834,-0.2602,1.3248,4.065,WALKING_DOWNSTAIRS
58.762028,-4.0737,-0.1388,2.3816,4.721,WALKING_DOWNSTAIRS
58.762462,-4.2023,-0.0417,3.3841,5.396,WALKING_DOWNSTAIRS
58.763575,-4.3377,0.0537,4.2685,6.086,WALKING_DOWNSTAIRS
58.76722,-4.4055,0.1119,4.9795,6.65,WALKING_DOWNSTAIRS
58.772362,-4.413,0.1761,5.6159,7.145,WALKING_DOWNSTAIRS
58.777009,-4.437,0.2187,6.0725,7.524,WALKING_DOWNSTAIRS
58.782454,-4.4328,0.1862,6.3193,7.721,WALKING_DOWNSTAIRS
58.786067,-4.4348,0.1793,6.5099,7.879,WALKING_DOWNSTAIRS
58.791714,-4.4194,0.1294,6.5558,7.907,WALKING_DOWNSTAIRS
58.795721,-4.3171,-0.0075,6.4658,7.775,WALKING_DOWNSTAIRS
58.801209,-4.217,-0.1369,6.2329,7.527,WALKING_DOWNSTAIRS
58.805851,-4.1755,-0.2679,5.9268,7.255,WALKING_DOWNSTAIRS
58.810413,-4.1958,-0.396,5.5609,6.977,WALKING_DOWNSTAIRS
58.814861,-4.2945,-0.458,5.1527,6.723,WALKING_DOWNSTAIRS
58.82292,-4.4,-0.6184,4.712,6.477,WALKING_DOWNSTAIRS
58.825038,-4.5537,-0.7043,4.2642,6.278,WALKING_DOWNSTAIRS
58.829924,-4.7665,-0.7707,3.7662,6.124,WALKING_DOWNSTAIRS
58.833198,-4.9368,-0.8619,3.2758,5.987,WALKING_DOWNSTAIRS
58.858718,-5.1526,-0.9315,2.7367,5.908,WALKING_DOWNSTAIRS
58.859972,-5.2316,-0.9936,2.234,5.775,WALKING_DOWNSTAIRS
58.860446,-5.5268,-0.9866,1.6556,5.853,WALKING_DOWNSTAIRS
58.860807,-5.874,-0.8541,1.0486,6.028,WALKING_DOWNSTAIRS
58.861268,-5.9838,-0.832,0.5123,6.063,WALKING_DOWNSTAIRS
58.863661,-6.1994,-0.705,0.0426,6.239,WALKING_DOWNSTAIRS
58.867296,-6.3885,-0.517,-0.4307,6.424,WALKING_DOWNSTAIRS
58.874049,-6.4137,-0.3517,-0.8031,6.473,WALKING_DOWNSTAIRS
58.87712,-6.2001,-0.1159,-1.1125,6.3,WALKING_DOWNSTAIRS
58.882542,-5.7627,-0.018,-1.2933,5.906,WALKING_DOWNSTAIRS
58.886901,-5.3078,0.1465,-1.4678,5.509,WALKING_DOWNSTAIRS
58.893854,-4.9706,0.3913,-1.6217,5.243,WALKING_DOWNSTAIRS
58.895347,-4.4638,0.5359,-1.6292,4.782,WALKING_DOWNSTAIRS
58.900552,-3.7943,0.6744,-1.6411,4.189,WALKING_DOWNSTAIRS
58.907826,-3.0643,0.7474,-1.6656,3.567,WALKING_DOWNSTAIRS
58.910219,-2.2569,0.7618,-1.6258,2.884,WALKING_DOWNSTAIRS
58.915214,-1.4931,0.8186,-1.7152,2.417,WALKING_DOWNSTAIRS
58.922919,-0.7023,0.7576,-1.679,1.971,WALKING_DOWNSTAIRS
58.92498,0.0306,0.642,-1.6227,1.745,WALKING_DOWNSTAIRS
58.930194,0.6902,0.5019,-1.6037,1.817,WALKING_DOWNSTAIRS
58.934136,1.3805,0.3155,-1.476,2.046,WALKING_DOWNSTAIRS
58.958992,2.018,0.0788,-1.2255,2.362,WALKING_DOWNSTAIRS
58.960252,2.5382,-0.1736,-1.0718,2.761,WALKING_DOWNSTAIRS
58.960789,2.9807,-0.4532,-0.8556,3.134,WALKING_DOWNSTAIRS
58.961366,3.2526,-0.7479,-0.6979,3.41,WALKING_DOWNSTAIRS
58.961772,3.3667,-1.0245,-0.698,3.588,WALKING_DOWNSTAIRS
58.963172,3.3067,-1.2356,-0.9267,3.65,WALKING_DOWNSTAIRS
58.968463,3.0593,-1.3463,-1.458,3.647,WALKING_DOWNSTAIRS
58.972187,2.6602,-1.3832,-2.2355,3.74,WALKING_DOWNSTAIRS
58.978002,2.2243,-1.3838,-3.3409,4.245,WALKING_DOWNSTAIRS
58.982531,2.0119,-1.4502,-4.7086,5.322,WALKING_DOWNSTAIRS
58.987067,2.4374,-1.7877,-6.3454,7.029,WALKING_DOWNSTAIRS
58.992151,3.8339,-2.2696,-7.765,8.952,WALKING_DOWNSTAIRS
58.996115,5.7425,-2.5548,-7.6636,9.911,WALKING_DOWNSTAIRS
59.002771,6.7194,-2.4222,-5.9698,9.309,WALKING_DOWNSTAIRS
59.005855,7.3653,-2.4966,-3.2757,8.439,WALKING_DOWNSTAIRS
59.011065,7.677,-2.8094,-1.0599,8.243,WALKING_DOWNSTAIRS
59.015206,7.6946,-3.3123,0.5764,8.397,WALKING_DOWNSTAIRS
59.020497,7.3759,-3.9479,1.4976,8.499,WALKING_DOWNSTAIRS
59.030146,5.794,-6.1173,2.4112,8.764,WALKING_DOWNSTAIRS
59.034367,5.5262,-7.3118,2.9554,9.63,WALKING_DOWNSTAIRS
59.040294,5.4691,-8.1146,3.7041,10.463,WALKING_DOWNSTAIRS
59.04484,4.7715,-7.7633,3.4982,9.761,WALKING_DOWNSTAIRS
59.048768,3.302,-6.6036,2.1956,7.703,WALKING_DOWNSTAIRS
59.070675,2.1333,-5.7927,1.349,6.319,WALKING_DOWNSTAIRS
59.072064,1.7652,-4.7893,1.534,5.33,WALKING_DOWNSTAIRS
59.072742,2.3159,-3.114,2.5559,4.647,WALKING_DOWNSTAIRS
59.073337,3.5663,-1.2365,4.4311,5.821,WALKING_DOWNSTAIRS
59.073946,5.1238,0.1959,6.2568,8.089,WALKING_DOWNSTAIRS
59.078187,6.9241,1.0314,7.5709,10.311,WALKING_DOWNSTAIRS
59.08237,8.3266,1.7757,8.264,11.865,WALKING_DOWNSTAIRS
59.088008,9.306,2.6268,7.4763,12.223,WALKING_DOWNSTAIRS
59.093054,10.0408,3.7198,6.2532,12.4,WALKING_DOWNSTAIRS
59.096756,10.8415,4.8366,2.8819,12.216,WALKING_DOWNSTAIRS
59.10259,11.0409,5.8886,0.169,12.514,WALKING_DOWNSTAIRS
59.10642,10.8309,6.9307,-1.2167,12.916,WALKING_DOWNSTAIRS
59.111414,10.0913,7.4437,-1.6603,12.649,WALKING_DOWNSTAIRS
59.115876,9.2824,6.9877,-1.1291,11.673,WALKING_DOWNSTAIRS
59.121006,8.905,7.1937,-0.5045,11.459,WALKING_DOWNSTAIRS
59.125671,7.8396,7.1577,0.1635,10.617,WALKING_DOWNSTAIRS
59.130537,6.4997,6.6938,0.9165,9.375,WALKING_DOWNSTAIRS
59.139637,5.0111,6.0217,1.5473,7.985,WALKING_DOWNSTAIRS
59.141043,3.3714,5.2203,2.126,6.568,WALKING_DOWNSTAIRS
59.144242,2.0301,4.2253,2.7514,5.436,WALKING_DOWNSTAIRS
59.149021,1.0868,3.1426,3.3963,4.753,WALKING_DOWNSTAIRS
59.167718,0.3423,2.09,3.8451,4.39,WALKING_DOWNSTAIRS
59.168742,-0.1061,1.2018,4.2371,4.406,WALKING_DOWNSTAIRS
59.169356,-0.4981,0.5388,4.5398,4.599,WALKING_DOWNSTAIRS
59.169834,-0.8525,0.0355,4.7578,4.834,WALKING_DOWNSTAIRS
59.173363,-1.2078,-0.2974,4.8251,4.983,WALKING_DOWNSTAIRS
59.177762,-1.5859,-0.5267,4.7375,5.024,WALKING_DOWNSTAIRS
59.182286,-2.0447,-0.6632,4.274,4.784,WALKING_DOWNSTAIRS
59.18765,-2.4881,-0.7519,3.7471,4.56,WALKING_DOWNSTAIRS
59.192218,-2.8649,-0.8262,3.166,4.349,WALKING_DOWNSTAIRS
59.197366,-3.1886,-0.9364,2.5662,4.199,WALKING_DOWNSTAIRS
59.202976,-3.3419,-1.0691,1.9502,4.014,WALKING_DOWNSTAIRS
59.206209,-3.4882,-1.1787,1.2859,3.9,WALKING_DOWNSTAIRS
59.211401,-3.6223,-1.3196,0.5598,3.896,WALKING_DOWNSTAIRS
59.217427,-3.692,-1.4551,-0.0762,3.969,WALKING_DOWNSTAIRS
59.223231,-3.7934,-1.5955,-0.871,4.206,WALKING_DOWNSTAIRS
59.224944,-3.7836,-1.7471,-1.5768,4.456,WALKING_DOWNSTAIRS
59.230831,-3.7482,-1.9464,-2.2309,4.776,WALKING_DOWNSTAIRS
59.250779,-3.615,-2.1654,-2.7121,5.011,WALKING_DOWNSTAIRS
59.251817,-3.4563,-2.4843,-3.0722,5.249,WALKING_DOWNSTAIRS
59.25239,-3.2841,-2.7411,-3.4485,5.495,WALKING_DOWNSTAIRS
59.252906,-2.9856,-2.8394,-3.6263,5.489,WALKING_DOWNSTAIRS
59.258465,-2.8449,-2.9644,-3.7986,5.596,WALKING_DOWNSTAIRS
59.258967,-2.7816,-3.0554,-3.5288,5.434,WALKING_DOWNSTAIRS
59.262691,-2.7902,-3.0509,-3.18,5.216,WALKING_DOWNSTAIRS
59.275371,-2.9552,-2.7684,-1.9598,4.499,WALKING_DOWNSTAIRS
59.278734,-3.1043,-2.4716,-1.4027,4.209,WALKING_DOWNSTAIRS
59.283048,-3.2809,-2.1548,-0.7485,3.996,WALKING_DOWNSTAIRS
59.287465,-3.4758,-1.744,-0.0946,3.89,WALKING_DOWNSTAIRS
59.292228,-3.7296,-1.3671,0.5445,4.009,WALKING_DOWNSTAIRS
59.296835,-4.0279,-1.0163,1.034,4.281,WALKING_DOWNSTAIRS
59.303579,-4.2553,-0.662,1.5791,4.587,WALKING_DOWNSTAIRS
59.307216,-4.4484,-0.3049,1.9562,4.869,WALKING_DOWNSTAIRS
59.31122,-4.727,0.0471,2.2082,5.218,WALKING_DOWNSTAIRS
59.315831,-4.7832,0.3988,2.5331,5.427,WALKING_DOWNSTAIRS
59.324124,-4.4759,0.7774,2.6491,5.259,WALKING_DOWNSTAIRS
59.325539,-3.9659,1.0724,2.7324,4.934,WALKING_DOWNSTAIRS
59.330782,-3.2702,1.2491,2.5847,4.351,WALKING_DOWNSTAIRS
59.365446,-2.4861,1.3849,2.1795,3.585,WALKING_DOWNSTAIRS
59.36704,-1.7333,1.4402,1.7809,2.872,WALKING_DOWNSTAIRS
59.3677,-0.9682,1.3662,1.3563,2.155,WALKING_DOWNSTAIRS
59.368278,-0.2196,1.2316,0.7673,1.468,WALKING_DOWNSTAIRS
59.368698,0.3491,1.0161,0.2247,1.098,WALKING_DOWNSTAIRS
59.369058,0.9658,0.9448,-0.2332,1.371,WALKING_DOWNSTAIRS
59.369532,1.6553,0.7877,-0.5794,1.923,WALKING_DOWNSTAIRS
59.369887,2.3676,0.754,-0.8634,2.63,WALKING_DOWNSTAIRS
59.373528,3.0761,0.5734,-1.0164,3.29,WALKING_DOWNSTAIRS
59.38059,3.6999,0.546,-1.0508,3.885,WALKING_DOWNSTAIRS
59.382172,4.1943,0.5188,-1.0468,4.354,WALKING_DOWNSTAIRS
59.386752,4.5265,0.5134,-0.9663,4.657,WALKING_DOWNSTAIRS
59.392233,4.5359,0.5906,-0.8896,4.66,WALKING_DOWNSTAIRS
59.397302,4.1339,0.7274,-0.811,4.275,WALKING_DOWNSTAIRS
59.402345,3.4403,0.8803,-0.7497,3.629,WALKING_DOWNSTAIRS
59.406825,2.6341,1.0578,-0.6371,2.909,WALKING_DOWNSTAIRS
59.411375,1.8641,1.1642,-0.5224,2.259,WALKING_DOWNSTAIRS
59.415641,1.1578,1.2166,-0.3347,1.713,WALKING_DOWNSTAIRS
59.422683,0.5465,1.2974,-0.1229,1.413,WALKING_DOWNSTAIRS
59.427123,0.1102,1.3383,0.1427,1.35,WALKING_DOWNSTAIRS
59.430483,-0.2127,1.3605,0.3835,1.429,WALKING_DOWNSTAIRS
59.458268,-0.4299,1.4077,0.6411,1.605,WALKING_DOWNSTAIRS
59.459544,-0.4637,1.4458,0.893,1.762,WALKING_DOWNSTAIRS
59.459918,-0.3155,1.4805,1.0582,1.847,WALKING_DOWNSTAIRS
59.460295,-0.0328,1.5944,1.1113,1.944,WALKING_DOWNSTAIRS
59.460755,0.4052,1.6912,1.0849,2.05,WALKING_DOWNSTAIRS
59.461245,0.8551,1.876,0.9821,2.284,WALKING_DOWNSTAIRS
59.464012,1.1154,2.0913,0.6956,2.47,WALKING_DOWNSTAIRS
59.468717,1.4496,2.2736,0.346,2.719,WALKING_DOWNSTAIRS
59.475275,1.9242,2.4013,-0.115,3.079,WALKING_DOWNSTAIRS
59.478471,2.0869,2.6948,-0.5936,3.46,WALKING_DOWNSTAIRS
59.482693,2.5489,2.9322,-1.1907,4.064,WALKING_DOWNSTAIRS
59.488489,3.0199,3.1743,-1.8276,4.747,WALKING_DOWNSTAIRS
59.492447,3.4754,3.4791,-2.4161,5.479,WALKING_DOWNSTAIRS
59.497028,3.9393,3.8458,-2.8604,6.204,WALKING_DOWNSTAIRS
59.502313,4.193,4.2322,-3.3261,6.823,WALKING_DOWNSTAIRS
59.511358,4.6742,4.8895,-3.3909,7.567,WALKING_DOWNSTAIRS
59.516197,4.629,5.1624,-2.9408,7.532,WALKING_DOWNSTAIRS
59.522947,4.7821,5.2673,-2.2404,7.459,WALKING_DOWNSTAIRS
59.527502,4.9758,5.227,-1.0435,7.292,WALKING_DOWNSTAIRS
59.530786,5.232,4.9418,0.2605,7.202,WALKING_DOWNSTAIRS
59.53864,5.704,4.5895,1.6367,7.502,WALKING_DOWNSTAIRS
59.53991,5.9936,4.2023,2.9521,7.893,WALKING_DOWNSTAIRS
59.544531,6.1727,3.8156,4.2426,8.406,WALKING_DOWNSTAIRS
59.550252,6.3329,3.3907,5.2643,8.906,WALKING_DOWNSTAIRS
59.566347,6.3212,2.9026,6.0898,9.245,WALKING_DOWNSTAIRS
59.567537,6.2672,2.3381,6.7097,9.474,WALKING_DOWNSTAIRS
59.568195,6.0756,1.7391,6.9344,9.382,WALKING_DOWNSTAIRS
59.570686,5.7721,1.0593,7.1014,9.212,WALKING_DOWNSTAIRS
59.574543,5.3891,0.4254,6.8785,8.749,WALKING_DOWNSTAIRS
59.578416,4.9749,-0.1106,6.2713,8.006,WALKING_DOWNSTAIRS
59.583338,4.5823,-0.7818,5.6738,7.335,WALKING_DOWNSTAIRS
59.588405,4.2088,-1.386,4.8226,6.549,WALKING_DOWNSTAIRS
59.592879,3.8475,-2.0025,3.7945,5.763,WALKING_DOWNSTAIRS
59.597733,3.3997,-2.5585,2.6496,5.012,WALKING_DOWNSTAIRS
59.605644,2.6737,-2.863,1.3473,4.143,WALKING_DOWNSTAIRS
59.607274,1.9732,-3.2758,0.1419,3.827,WALKING_DOWNSTAIRS
59.611692,1.3603,-3.7422,-0.885,4.079,WALKING_DOWNSTAIRS
59.62282,0.9657,-4.1669,-1.6625,4.589,WALKING_DOWNSTAIRS
59.624098,0.624,-4.4777,-2.528,5.18,WALKING_DOWNSTAIRS
59.626129,0.5727,-4.7129,-3.0911,5.665,WALKING_DOWNSTAIRS
59.631217,0.6297,-4.6093,-3.7672,5.986,WALKING_DOWNSTAIRS
59.656098,0.803,-4.4581,-4.1673,6.155,WALKING_DOWNSTAIRS
59.657038,1.0595,-4.1838,-4.6114,6.316,WALKING_DOWNSTAIRS
59.657632,1.4038,-3.9647,-4.564,6.206,WALKING_DOWNSTAIRS
59.658162,1.879,-3.8802,-4.4592,6.203,WALKING_DOWNSTAIRS
59.658637,2.4095,-3.8273,-4.063,6.08,WALKING_DOWNSTAIRS
59.659372,2.8777,-3.8346,-3.5072,5.94,WALKING_DOWNSTAIRS
59.663601,3.4175,-3.9214,-2.8882,5.95,WALKING_DOWNSTAIRS
59.670577,3.7461,-3.9629,-1.9741,5.8,WALKING_DOWNSTAIRS
59.674931,3.9839,-4.1517,-1.3104,5.901,WALKING_DOWNSTAIRS
59.684458,4.2762,-4.3848,-0.5419,6.149,WALKING_DOWNSTAIRS
59.685525,4.318,-4.46,0.1485,6.21,WALKING_DOWNSTAIRS
59.688738,4.0609,-4.4215,0.8258,6.06,WALKING_DOWNSTAIRS
59.693466,3.4092,-4.1135,1.4099,5.525,WALKING_DOWNSTAIRS
59.697497,2.2177,-3.525,1.9322,4.591,WALKING_DOWNSTAIRS
59.704114,0.8379,-2.7627,2.3128,3.699,WALKING_DOWNSTAIRS
59.707356,-0.3533,-2.1815,2.734,3.516,WALKING_DOWNSTAIRS
59.712154,-1.3221,-1.7812,3.2474,3.933,WALKING_DOWNSTAIRS
59.716067,-2.1255,-1.3179,3.5857,4.372,WALKING_DOWNSTAIRS
59.726039,-2.7336,-0.9506,3.9173,4.87,WALKING_DOWNSTAIRS
59.727324,-3.138,-0.7039,4.2488,5.329,WALKING_DOWNSTAIRS
59.733597,-3.41,-0.4202,4.382,5.568,WALKING_DOWNSTAIRS
59.758026,-3.6076,-0.2255,4.3786,5.678,WALKING_DOWNSTAIRS
59.75922,-3.7294,-0.0652,4.3097,5.7,WALKING_DOWNSTAIRS
59.760103,-3.7184,0.0252,4.1112,5.543,WALKING_DOWNSTAIRS
59.76072,-3.4433,-0.0041,3.4444,4.87,WALKING_DOWNSTAIRS
59.761406,-3.0808,-0.1088,3.2209,4.458,WALKING_DOWNSTAIRS
59.764548,-2.7068,-0.2639,2.8473,3.937,WALKING_DOWNSTAIRS
59.769578,-2.2712,-0.3941,2.5423,3.432,WALKING_DOWNSTAIRS
59.774362,-1.903,-0.5801,2.2339,2.991,WALKING_DOWNSTAIRS
59.779219,-1.6157,-0.8078,2.0181,2.708,WALKING_DOWNSTAIRS
59.783494,-1.3979,-1.0284,1.8714,2.552,WALKING_DOWNSTAIRS
59.788609,-1.2942,-1.2556,1.6631,2.453,WALKING_DOWNSTAIRS
59.793598,-1.2117,-1.4615,1.6843,2.538,WALKING_DOWNSTAIRS
59.798653,-1.2647,-1.676,1.6776,2.688,WALKING_DOWNSTAIRS
59.803185,-1.4247,-1.8495,1.713,2.896,WALKING_DOWNSTAIRS
59.808087,-1.7019,-1.9991,1.7422,3.151,WALKING_DOWNSTAIRS
59.812616,-2.029,-2.1105,1.7524,3.412,WALKING_DOWNSTAIRS
59.817026,-2.3977,-2.1374,1.7692,3.667,WALKING_DOWNSTAIRS
59.822147,-2.7645,-2.1096,1.6901,3.866,WALKING_DOWNSTAIRS
59.827582,-3.0933,-2.0312,1.6902,4.068,WALKING_DOWNSTAIRS
59.831024,-3.4144,-1.9347,1.6377,4.252,WALKING_DOWNSTAIRS
59.862263,-3.7183,-1.8991,1.622,4.479,WALKING_DOWNSTAIRS
59.863356,-4.0112,-1.8433,1.5876,4.691,WALKING_DOWNSTAIRS
59.863898,-4.3392,-1.7783,1.485,4.919,WALKING_DOWNSTAIRS
59.864481,-4.6655,-1.7177,1.412,5.168,WALKING_DOWNSTAIRS
59.864975,-4.8672,-1.6957,1.3714,5.333,WALKING_DOWNSTAIRS
59.865501,-5.1757,-1.638,1.2785,5.577,WALKING_DOWNSTAIRS
59.866023,-5.1807,-1.656,1.2113,5.572,WALKING_DOWNSTAIRS
59.871835,-5.4078,-1.6357,1.152,5.766,WALKING_DOWNSTAIRS
59.874179,-5.5057,-1.6858,1.1524,5.872,WALKING_DOWNSTAIRS
59.878908,-5.455,-1.7583,1.1512,5.846,WALKING_DOWNSTAIRS
59.883646,-5.3608,-1.8603,1.1816,5.796,WALKING_DOWNSTAIRS
59.888457,-5.2195,-1.9294,1.2226,5.697,WALKING_DOWNSTAIRS
59.893221,-5.0781,-1.958,1.252,5.585,WALKING_DOWNSTAIRS
59.897887,-4.9487,-1.9579,1.2551,5.468,WALKING_DOWNSTAIRS
59.90346,-4.8047,-1.9068,1.2845,5.326,WALKING_DOWNSTAIRS
59.908949,-4.651,-1.8366,1.2797,5.162,WALKING_DOWNSTAIRS
59.912436,-4.4188,-1.7429,1.2442,4.91,WALKING_DOWNSTAIRS
59.916971,-4.1136,-1.6365,1.1122,4.565,WALKING_DOWNSTAIRS
59.925366,-3.8196,-1.4921,0.8636,4.191,WALKING_DOWNSTAIRS
59.929307,-3.4789,-1.3274,0.585,3.769,WALKING_DOWNSTAIRS
59.93327,-3.1275,-1.1078,0.26,3.328,WALKING_DOWNSTAIRS
59.946415,-2.7721,-0.8746,-0.0415,2.907,WALKING_DOWNSTAIRS
59.947078,-2.4335,-0.6126,-0.4919,2.557,WALKING_DOWNSTAIRS
59.947383,-2.075,-0.345,-0.9368,2.303,WALKING_DOWNSTAIRS
59.950476,-1.7069,-0.061,-1.4145,2.218,WALKING_DOWNSTAIRS
59.955529,-1.2196,0.1738,-1.7818,2.166,WALKING_DOWNSTAIRS
59.959857,-0.6216,0.4262,-2.1058,2.237,WALKING_DOWNSTAIRS
59.964521,0.0986,0.6333,-2.3226,2.409,WALKING_DOWNSTAIRS
59.969258,0.9465,0.7867,-2.3995,2.697,WALKING_DOWNSTAIRS
59.974943,1.9317,0.8806,-2.2551,3.097,WALKING_DOWNSTAIRS
59.979071,2.919,0.8883,-1.8703,3.579,WALKING_DOWNSTAIRS
59.983396,3.8442,0.8241,-1.3818,4.167,WALKING_DOWNSTAIRS
59.987657,4.5449,0.5731,-0.6889,4.632,WALKING_DOWNSTAIRS
59.994035,5.3985,0.5564,-0.2184,5.431,WALKING_DOWNSTAIRS
59.998265,6.0843,0.3831,0.1837,6.099,WALKING_DOWNSTAIRS
60.003212,6.5738,0.2236,0.4766,6.595,WALKING_DOWNSTAIRS
60.008001,7.077,0.3104,0.3405,7.092,WALKING_DOWNSTAIRS
60.012599,7.1712,0.425,-0.1263,7.185,WALKING_DOWNSTAIRS
60.017269,6.6583,0.686,-0.9531,6.761,WALKING_DOWNSTAIRS
60.022036,5.7162,0.9941,-1.9888,6.133,WALKING_DOWNSTAIRS
60.026635,4.4942,1.2607,-3.0239,5.562,WALKING_DOWNSTAIRS
60.032123,3.083,1.4837,-4.0271,5.284,WALKING_DOWNSTAIRS
60.058366,0.1477,1.7074,-5.4308,5.695,WALKING_DOWNSTAIRS
60.059399,-1.2702,1.6653,-5.6196,5.997,WALKING_DOWNSTAIRS
60.060062,-2.5221,1.4647,-5.3591,6.101,WALKING_DOWNSTAIRS
60.060552,-3.5398,1.1496,-4.6174,5.931,WALKING_DOWNSTAIRS
60.061213,-4.3302,0.8097,-3.6399,5.714,WALKING_DOWNSTAIRS
60.065398,-4.7822,0.381,-2.5532,5.434,WALKING_DOWNSTAIRS
60.070042,-4.7599,-0.0655,-1.3698,4.954,WALKING_DOWNSTAIRS
60.074944,-4.0063,-0.7611,0.0629,4.078,WALKING_DOWNSTAIRS
60.07978,-2.567,-1.7022,1.5359,3.442,WALKING_DOWNSTAIRS
60.084301,-0.882,-2.7353,2.6459,3.907,WALKING_DOWNSTAIRS
60.089339,0.8295,-3.7237,3.381,5.098,WALKING_DOWNSTAIRS
60.094858,2.5953,-4.8494,3.9174,6.753,WALKING_DOWNSTAIRS
60.098589,3.8434,-5.8001,4.3708,8.217,WALKING_DOWNSTAIRS
60.103118,3.293,-5.8746,4.611,8.162,WALKING_DOWNSTAIRS
